,adjmou,adjqty,adjrev,avg3mou,avg3qty,avg6mou,avg6qty,avgmou,avgqty,avgrev,change_mou,change_rev,eqpdays,months,mou_Mean,mou_cvce_Mean,mou_opkv_Mean,rev_Mean,totcalls,totmou,totrev,churn
4671,10745.0,3902,1413.46,550,152,413.0,122.0,565.53,205.37,74.39,373.75,0.1,321.0,20,674.25,175.4433333,166.74333330000005,45.09,3908,10757.0,1511.39,0
31648,56514.0,20042,4556.82,2512,597,2774.0,729.0,2457.13,871.39,198.12,459.75,4.59,73.0,24,2665.25,809.2633333,679.8933333,170.9,20042,56514.0,4629.08,0
22942,21584.0,5469,4206.09,2262,456,1953.0,523.0,1541.71,390.64,300.44,47.0,-380.275,98.0,15,2278.0,1101.87,746.79,609.425,5484,21840.0,4256.07,1
15029,11053.0,3741,1608.76,389,120,414.0,136.0,334.94,113.36,48.75,-174.5,86.86,746.0,35,330.5,102.1666667,80.67666667,72.17,3751,11111.0,1639.72,0
31791,8541.0,2418,1058.37,515,176,655.0,212.0,776.45,219.82,96.22,115.75,-0.5725,360.0,12,553.25,0.0,0.0,92.3625,2419,8563.0,1163.35,1
21091,23821.0,11072,2300.09,894,375,836.0,391.0,1134.33,527.24,109.53,450.75,3.96,279.0,22,1044.25,321.6566667,362.08,76.97,11077,23833.0,2353.32,0
36087,13070.0,3591,1445.5,0,0,1136.0,344.0,1307.0,359.1,144.55,0.0,0.4575,313.0,12,0.0,0.0,0.0,9.5425,3591,13070.0,1525.48,1
29591,10633.0,4580,893.86,555,249,602.0,263.0,462.3,199.13,38.86,13.0,6.3,742.0,25,559.0,267.1766667,252.37,40.34,4681,10787.0,960.45,0
19949,9391.0,3901,1347.99,293,117,280.0,108.0,247.13,102.66,35.47,11.5,-0.18,246.0,40,296.5,146.55,95.70666667,31.27,3908,9412.0,1392.49,0
10017,7643.0,5553,1554.36,342,255,331.0,253.0,424.61,308.5,86.35,170.25,2.2725,207.0,27,398.75,106.39333329999998,75.55666667,81.0775,5608,7742.0,1683.38,1
9163,24554.0,9144,3946.1,902,404,904.0,380.0,1067.57,397.57,171.57,590.75,153.6225,393.0,25,1099.25,0.0,0.0,203.7575,9445,25344.0,4123.84,1
22081,10385.0,4745,848.51,497,254,627.0,300.0,546.58,249.74,44.66,-20.25,22.3875,586.0,20,490.25,209.29,157.08333330000005,48.5625,4789,10516.0,883.1,1
17360,11147.0,3442,1364.83,661,178,674.0,166.0,484.65,149.65,59.34,-64.25,-0.45,254.0,25,639.25,414.5433333,183.18,50.44,3493,11237.0,1437.59,0
21355,7467.0,1355,424.8,673,114,644.0,115.0,622.25,112.92,35.4,-95.75,0.2925,387.0,13,640.75,546.1166667,467.5933333,35.0875,1357,7471.0,490.41,0
38637,9425.0,3172,1459.85,1010,241,748.0,196.0,349.07,117.48,54.07,-65.75,-16.7275,518.0,28,987.75,528.8433333,568.8666667,59.6875,3197,9470.0,1502.89,0
33890,15608.0,4912,1574.63,1660,430,1452.0,403.0,1114.86,350.86,112.47,80.0,12.75,339.0,16,1687.0,709.6333333,464.03,150.81,4932,15642.0,1631.07,1
11057,12747.0,6289,920.3,1369,699,1457.0,738.0,1274.7,628.9,92.03,593.25,30.675,329.0,11,1566.75,378.5533333,423.41,98.195,6305,12796.0,1000.28,1
26038,20433.0,5277,2103.45,865,216,1154.0,262.0,1201.94,310.41,123.73,-51.5,-16.865,254.0,18,847.5,501.12333330000007,33.55,101.855,5290,20489.0,2216.2,0
5518,9595.0,4208,1532.93,325,125,255.0,106.0,342.68,150.29,54.75,-124.25,-22.6025,897.0,30,283.25,118.27,30.11333333,67.5925,4300,9786.0,1561.12,0
14808,9621.0,1745,570.12,1433,280,1604.0,291.0,1603.5,290.83,95.02,-647.75,-57.85,197.0,7,1216.75,1046.583333,446.71,59.83,1766,9681.0,681.45,1
8444,6194.0,2629,903.8,244,107,198.0,95.0,387.13,164.31,56.49,-1.25,-2.1,325.0,17,243.25,102.7833333,26.72333333,62.89,2643,6230.0,983.78,1
20487,7348.0,3385,1126.57,883,382,693.0,297.0,565.23,260.38,86.66,-195.75,-58.13,115.0,21,817.75,307.1966667,194.14,114.44,3556,7743.0,1190.8,0
29095,7588.0,2467,447.81,639,267,738.0,261.0,632.33,205.58,37.32,-279.75,-5.4275,404.0,14,545.75,243.2666667,237.4933333,42.3975,2652,8094.0,575.83,1
18328,13619.0,4856,1652.85,581,167,656.0,187.0,756.61,269.78,91.83,307.25,19.5975,5.0,20,683.75,352.4666667,203.95,65.6725,4922,13739.0,1724.92,0
37847,24205.0,7896,2038.26,1846,535,1862.0,521.0,1728.93,564.0,145.59,162.75,56.4425,70.0,15,1900.25,1075.88,1031.926667,141.1475,7908,24221.0,2118.24,1
35961,6480.0,2778,456.23,358,118,378.0,139.0,324.0,138.9,22.81,-97.5,-3.5625,642.0,22,325.5,70.94666667,22.25666667,16.8125,2792,6507.0,497.73,0
38,24613.0,12096,1554.08,779,317,770.0,317.0,1538.31,756.0,97.13,206.5,21.0525,519.0,17,847.5,271.1133333,314.6933333,87.0475,12402,25321.0,1711.26,1
14841,11041.0,2740,880.36,1169,178,1015.0,187.0,920.08,228.33,73.36,-352.0,-68.7925,382.0,13,1052.0,693.3966667000002,684.9066667000002,69.1925,2803,11192.0,895.88,1
7661,38852.0,23409,1909.73,2287,1329,2204.0,1327.0,1942.6,1170.45,95.49,-459.25,48.06,421.0,21,2134.25,581.85,523.41,124.74,23422,38877.0,1968.64,1
4519,11895.0,3752,796.9,1685,465,1660.0,507.0,1699.29,536.0,113.84,-79.5,-16.1,197.0,8,1658.5,1027.056667,663.11,98.06,3759,11920.0,871.51,1
33138,9427.0,3146,1305.3,325,99,444.0,127.0,448.9,149.81,62.16,-243.5,-25.7525,86.0,23,243.5,68.98666667,46.05666667,35.7525,3356,9960.0,1490.71,1
34867,10673.0,3909,972.4,562,264,567.0,239.0,762.36,279.21,69.46,81.25,-0.175,156.0,15,588.75,0.0,0.0,50.805,3909,10673.0,1035.63,1
7553,6831.0,778,1001.72,623,93,532.0,59.0,455.4,51.87,66.78,-92.25,-29.1225,480.0,16,592.25,438.72,236.6366667,103.0025,783,6889.0,1071.7,1
25315,13796.0,2239,484.27,1138,183,1100.0,199.0,1254.18,203.55,44.02,183.0,-1.2375,344.0,12,1199.0,0.0,0.0,37.7075,2245,13808.0,554.25,1
5817,14823.0,5381,2363.81,1336,467,1261.0,464.0,1482.3,538.1,236.38,-160.5,-7.2375,83.0,11,1282.5,762.9633332999998,165.9366667,206.1275,5381,14823.0,2593.78,1
31786,45866.66,20673,6831.24,1597,649,1050.0,438.0,917.33,413.46,136.62,-703.0,-97.2175,13.0,52,1363.0,592.89,274.8866667,187.3475,20747,46059.66333,6954.07,0
20497,8811.0,5919,986.61,910,631,741.0,515.0,629.36,422.79,70.47,-364.75,-52.415,353.0,16,788.75,211.6033333,192.27,93.395,6134,9093.0,1108.94,1
36127,6628.0,2572,1292.61,140,59,385.0,161.0,368.22,142.89,71.81,-6.25,-5.5375,583.0,19,138.25,76.81333333,62.49666667,27.1175,2581,6651.0,1345.84,0
10506,7297.0,1884,713.86,1530,336,1071.0,266.0,912.13,235.5,89.23,-193.0,-52.305,271.0,9,1466.0,635.39,424.3533333,127.295,1886,7303.0,793.84,0
25473,14054.0,4115,1307.11,1499,422,1109.0,327.0,1171.17,342.92,108.93,871.0,35.95,376.0,13,1789.0,492.51666669999986,160.47666669999995,132.65,4241,14334.0,1384.0,0
16817,6548.0,2735,991.22,206,103,237.0,104.0,181.89,75.97,27.53,14.75,0.0,481.0,37,211.25,137.9066667,36.49333333,30.0,2736,6550.0,1010.06,1
23292,9023.0,4483,1030.48,1122,428,780.0,341.0,601.53,298.87,68.7,986.25,85.4925,281.0,18,1450.75,665.7466667,814.7633333,108.5175,4714,9410.0,1066.17,1
32711,15969.0,7542,1498.42,2,1,11.0,6.0,760.43,359.14,71.35,30.25,0.0,635.0,23,11.75,0.0,0.476666667,10.0,7552,15991.0,1550.14,1
13440,12189.0,4991,1299.93,791,358,975.0,402.0,937.62,383.92,99.99,475.75,-6.4325,90.0,14,949.25,424.4766667,382.3966667,60.3225,5070,12447.0,1397.91,0
35331,12347.0,4268,752.61,1402,464,1355.0,415.0,1028.92,355.67,62.72,-157.5,-9.975,377.0,13,1349.5,317.01,629.34,66.565,4272,12356.0,832.59,1
5545,13502.0,4722,1540.01,489,173,577.0,204.0,794.24,277.76,90.59,66.75,1.98,144.0,18,511.25,219.0133333,11.31,76.98,4727,13521.0,1645.0,0
10931,15813.0,6579,1388.78,826,352,854.0,388.0,1129.5,469.93,99.2,-174.75,-2.26,251.0,15,767.75,370.4933333,333.84,87.25,6594,15833.0,1463.77,1
21248,6136.0,3394,697.87,493,283,571.0,321.0,472.0,261.08,53.68,75.75,2.6925,355.0,14,518.25,152.38,160.58333330000005,54.4875,3417,6169.0,781.1,0
3567,51816.0,17653,4542.89,2596,931,2617.0,948.0,2590.8,882.65,227.14,-17.25,16.1275,298.0,22,2590.25,1443.11,907.98,166.6125,18360,54140.0,5048.89,0
13325,20232.0,8144,3042.43,1012,413,1401.0,518.0,1264.5,509.0,190.15,571.0,-4.9475,84.0,17,1202.0,464.44666669999987,329.8866667,138.2375,8148,20242.0,3075.97,0
22245,7347.0,2882,1665.0,174,73,155.0,62.0,209.91,82.34,47.57,-50.5,-0.2675,665.0,37,157.5,98.94333333,36.31666667,38.5775,2931,7460.0,1726.67,1
12902,16899.0,7607,2046.09,963,370,823.0,325.0,563.3,253.57,68.2,-274.75,-6.24,406.0,31,871.75,455.94333330000006,256.8,58.39,7609,16901.0,2078.01,1
1395,7191.0,2855,322.34,599,279,647.0,303.0,799.0,317.22,35.82,-181.25,0.0,331.0,11,538.25,171.86,197.2,34.99,3226,8522.0,423.57,1
3339,29266.0,6129,3166.06,1605,304,1190.0,236.0,1330.27,278.59,143.91,-83.0,-85.065,123.0,23,1577.0,1033.49,434.7,98.045,6168,29384.0,3234.42,0
30432,13922.0,5458,1432.77,1176,360,1095.0,381.0,928.13,363.87,95.52,100.75,-11.1175,23.0,17,1209.25,735.0066667,211.1466667,89.1675,5717,14533.0,1572.73,0
26710,14556.0,5058,1953.35,646,172,659.0,197.0,727.8,252.9,97.67,185.5,58.1425,291.0,21,707.5,122.4766667,38.26,76.9775,5105,14733.0,2022.43,0
11224,9788.0,3717,1864.06,258,99,387.0,151.0,296.61,112.64,56.49,-13.0,0.0,202.0,35,254.0,90.16666667,39.01666667,49.99,3776,9916.0,1925.42,0
20322,7436.0,2999,1494.69,372,147,366.0,139.0,286.0,115.35,57.49,65.5,-0.2,600.0,27,393.5,192.95,125.9566667,61.03,3030,7488.0,1544.03,1
27771,5999.0,2857,576.07,1063,510,937.0,444.0,857.0,408.14,82.3,-37.25,2.12,251.0,9,1050.25,366.8166667,225.11,87.6,2959,6185.0,730.58,1
8000,31683.0,6863,6931.07,1481,363,1321.0,336.0,1508.71,326.81,330.05,307.75,-35.865,648.0,22,1583.25,942.1666667000003,306.2166667,149.395,6909,31969.0,7077.93,1
23329,10340.0,5383,628.46,454,148,475.0,194.0,449.57,234.04,27.32,-289.0,0.8125,170.0,24,358.0,166.0966667,221.81,24.1775,5517,10635.0,663.93,0
14713,10811.0,3239,1664.8,372,106,383.0,101.0,372.79,111.69,57.41,-267.75,-0.5475,937.0,31,282.75,174.8,49.60333333,50.5375,3293,10938.0,1710.36,0
30953,6514.0,4823,1236.51,163,116,164.0,121.0,271.42,200.96,51.52,-41.0,-0.195,762.0,26,149.0,50.16333333,17.95666667,50.195,4909,6615.0,1327.29,1
15679,7790.0,1681,442.69,496,129,689.0,165.0,708.18,152.82,40.24,32.75,6.955,354.0,12,507.25,271.92,179.07,37.425,1705,7860.0,508.3,1
13901,12024.0,5353,1313.17,997,502,1002.0,451.0,1002.0,446.08,109.43,-138.75,-34.8175,179.0,14,950.75,250.45,218.41,85.7975,5631,12497.0,1423.18,0
4479,12848.0,5356,1639.28,468,222,529.0,227.0,676.21,281.89,86.28,-125.75,-1.8225,245.0,20,425.75,188.12,130.52,58.8025,5384,12909.0,1695.97,1
28986,7030.0,3861,1085.23,524,220,429.0,206.0,370.0,203.21,57.12,-190.5,-43.8,612.0,20,460.5,280.64,244.2366667,76.29,3880,7056.0,1121.91,1
37376,6827.0,2377,1088.72,522,170,550.0,177.0,455.13,158.47,72.58,-88.25,0.0,480.0,16,492.25,160.21333330000004,134.09333329999998,69.99,2380,6839.0,1188.7,0
30969,9337.0,2509,830.11,1885,440,1366.0,367.0,1333.86,358.43,118.59,-1414.0,-78.63,257.0,8,1414.0,545.4866667,729.8266667,153.62,2514,9346.0,896.12,1
6308,7725.0,2436,951.57,196,75,177.0,68.0,643.75,203.0,79.3,-45.75,-0.3525,388.0,13,180.75,96.09666667,36.85333333,43.8125,2451,7755.0,1059.81,1
35073,17432.0,10451,1979.87,1508,919,1346.0,813.0,1584.73,950.09,179.99,-239.5,-92.3825,566.0,19,1428.5,547.1533333,71.39666667,167.3625,11126,18611.0,2138.67,0
26011,11634.0,2770,1146.49,478,154,791.0,207.0,831.0,197.86,81.89,2.25,-36.26,66.0,15,478.75,186.8966667,157.89333330000005,99.13,2815,11845.0,1267.38,1
8292,12238.0,3425,1464.58,448,121,370.0,103.0,582.76,163.1,69.74,50.25,0.2475,816.0,43,464.75,233.89,143.4866667,51.1225,3746,13046.0,1578.21,1
24334,35306.0,13923,4116.37,2012,699,2032.0,745.0,1535.04,605.35,178.97,-1509.25,-205.0125,302.0,24,1509.25,768.6066667,256.8566667,129.2825,13936,35334.0,4191.98,0
37319,7050.0,3587,489.14,678,370,596.0,327.0,542.31,275.92,37.63,47.75,-2.575,400.0,14,694.25,158.07,276.7566667,38.345,3592,7062.0,554.51,0
18521,49146.27,20744,3807.94,2123,929,1881.0,792.0,1092.14,460.98,84.62,-144.25,3.0525,237.0,46,2075.25,976.4766667,471.33,124.0875,20821,49277.26667,4136.05,1
37655,8081.0,2314,1084.68,455,114,682.0,202.0,808.1,231.4,108.47,-341.0,-120.7375,326.0,11,341.0,0.243333333,0.066666667,120.7375,2319,8119.0,1150.29,1
10729,10990.0,4883,684.01,1834,767,1832.0,814.0,1831.67,813.83,114.0,-165.0,-3.7925,21.0,8,1779.0,619.44,702.4633332999998,91.7725,4964,11165.0,798.99,0
31178,23140.0,7142,1393.06,824,303,1338.0,445.0,1780.0,549.38,107.16,399.0,20.585,370.0,15,624.0,179.10666669999995,244.4033333,61.715,7152,23156.0,1476.29,0
26097,7607.0,4910,1052.22,355,214,382.0,236.0,330.74,213.48,45.75,-205.25,-6.505,446.0,24,286.25,111.74,132.17666670000003,51.945,4912,7609.0,1081.7,1
35197,15552.0,5983,1943.91,937,349,865.0,297.0,457.41,175.97,57.17,74.0,0.2325,139.0,36,962.0,556.5966667,364.1566667,85.3975,6064,15721.0,2024.3,0
26402,9175.0,3662,818.18,517,167,730.0,247.0,834.09,332.91,74.38,771.5,42.94,56.0,12,774.5,238.9366667,167.7366667,80.81,3687,9214.0,903.07,1
3227,6884.0,3565,1808.85,312,162,387.0,198.0,382.44,198.06,100.49,79.75,11.8175,65.0,19,338.25,41.63,10.22,86.3025,3582,6908.0,1865.3,0
31715,23602.0,8831,2677.2,1361,398,1282.0,398.0,715.21,267.61,81.13,-422.0,-52.33,771.0,37,1220.0,757.6766667,86.54666667,156.43,8859,23676.0,2757.85,1
10477,6908.0,1993,500.04,931,320,763.0,236.0,690.8,199.3,50.0,7.75,-2.755,335.0,12,933.25,498.0966667,552.0233333,47.735,2012,6965.0,565.02,0
10003,8229.0,2705,977.49,1073,352,978.0,348.0,685.75,225.42,81.46,244.25,-5.9475,414.0,14,1154.75,0.0,0.0,90.2975,2848,8716.0,1113.46,1
13694,42392.0,17931,4001.05,563,189,402.0,156.0,1324.75,560.34,125.03,-137.25,-36.2875,417.0,34,517.25,301.2233333000001,68.47333333,94.5275,18085,42792.0,4300.8,0
3717,7798.0,1601,727.04,1297,247,949.0,191.0,779.8,160.1,72.7,-711.25,-48.7225,309.0,11,1060.25,671.1366667000002,537.8266667,95.6425,1645,7936.0,742.17,1
889,13894.0,3956,1862.92,687,237,1002.0,279.0,771.89,219.78,103.5,-515.0,-39.3275,552.0,19,515.0,237.9166667,249.42,39.3275,3959,13903.0,1924.84,0
21264,12801.0,6438,1239.01,1010,476,950.0,461.0,984.69,495.23,95.31,616.25,36.595,38.0,14,1215.75,488.11333330000014,367.3533333,140.255,6444,12809.0,1318.99,1
40157,36047.0,10857,5548.76,1547,420,1701.0,473.0,1638.5,493.5,252.22,346.0,39.445,477.0,33,1662.0,974.0633332999997,126.28,227.135,10873,36088.0,5599.4,0
37557,9014.0,4172,1130.12,248,125,343.0,157.0,474.42,219.58,59.48,-33.5,-0.7425,619.0,20,236.5,95.72666667,77.08666667,50.7425,4179,9037.0,1161.09,0
23676,8866.0,2690,1062.94,265,70,355.0,101.0,492.56,149.44,59.05,322.25,60.1125,575.0,19,372.75,128.14666670000003,83.30333333,55.0275,2862,9599.0,1189.1,0
18406,8868.0,3917,1147.79,559,319,517.0,287.0,492.67,217.61,63.77,79.25,16.9375,81.0,19,585.75,216.8566667,139.8066667,57.3525,3949,8974.0,1224.61,0
10067,15967.0,6645,3132.05,430,203,499.0,226.0,483.85,201.36,94.91,12.0,0.0,850.0,35,434.0,206.62,107.65666670000002,59.99,6652,15986.0,3160.27,1
24137,6790.0,3962,1042.42,374,167,326.0,153.0,242.5,141.5,37.23,-58.25,-9.5375,384.0,31,354.25,133.35333329999997,67.24333333,39.5275,4009,6851.0,1060.98,1
38209,7694.0,3120,1227.45,352,157,336.0,141.0,295.92,120.0,47.21,137.75,36.38,563.0,27,398.25,287.4766667,97.88,67.74,3120,7694.0,1485.49,0
24476,7399.0,2236,707.83,1090,262,878.0,235.0,528.5,159.71,50.56,-204.75,-6.4,400.0,15,1021.75,589.73,486.31,56.39,2248,7436.0,767.82,0
2300,8130.0,2933,799.67,84,45,231.0,99.0,677.5,244.42,66.64,3.0,5.245,287.0,13,85.0,15.74,5.453333333,31.165,2945,8157.0,865.28,1
11196,7469.0,3436,505.58,1369,790,1245.0,573.0,1244.83,572.67,84.26,207.5,-17.015,201.0,7,1438.5,380.6766667,595.2933333,71.005,3441,7477.0,571.19,0
23980,11457.0,3117,1701.21,394,119,432.0,120.0,395.07,107.48,58.66,121.0,10.5,932.0,31,434.0,242.35,163.58333330000005,43.49,3134,11543.0,1752.58,0
32949,10252.0,4579,2142.97,437,156,391.0,138.0,320.38,143.09,66.97,-203.75,-17.3625,1003.0,33,368.75,141.4866667,50.92666667,67.3625,4588,10272.0,2213.44,0
32950,7003.0,3846,747.2,380,220,908.0,504.0,778.11,427.33,83.02,-284.75,8.1175,164.0,10,284.75,36.13333333,23.06666667,66.8725,3855,7015.0,852.18,1
25965,9474.0,2813,793.26,1275,365,1108.0,332.0,1052.67,312.56,88.14,-212.0,-61.1575,313.0,10,1204.0,556.07,530.0033333,117.1275,2813,9474.0,829.51,0
34785,6200.0,4406,1085.01,297,211,287.0,205.0,281.82,200.27,49.32,9.25,-0.03,678.0,23,299.75,95.73666667,71.77333333,37.74,4408,6202.0,1116.01,0
12905,6033.0,3065,797.53,468,262,875.0,447.0,861.86,437.86,113.93,-47.25,189.035,236.0,8,452.25,235.0133333,145.17,162.165,3207,6298.0,917.34,1
30677,20092.0,6990,1357.04,888,302,978.0,288.0,803.68,279.6,54.28,-334.25,-37.4925,310.0,28,776.25,302.75,385.7066667,37.4925,7259,20727.0,1415.74,1
14028,8299.0,4672,4067.22,135,86,144.0,83.0,162.73,91.61,79.75,-16.75,0.0,438.0,52,129.75,34.39333333,10.33333333,78.25,4694,8331.0,4169.7,0
24152,10355.0,3353,920.31,1136,322,802.0,244.0,647.19,209.56,57.52,-394.25,-39.4275,514.0,17,1004.25,818.3633332999998,433.8566667,76.4075,3375,10420.0,1025.3,0
14472,20219.0,6912,3093.84,941,258,877.0,247.0,777.65,265.85,118.99,-300.25,-61.2225,467.0,27,841.25,269.34,94.72333333,111.2125,6923,20246.0,3150.28,0
18010,9434.0,3631,517.9,1204,398,1248.0,471.0,1179.25,453.88,64.74,-903.0,-29.2825,264.0,9,903.0,354.63,444.5,29.2825,3635,9443.0,603.78,0
24420,12183.0,2919,1472.6,181,45,249.0,60.0,380.72,91.22,46.02,-37.25,-0.5975,1002.0,33,168.25,179.41,42.55,35.5875,2939,12265.0,1535.49,1
2643,22171.0,6980,2567.54,463,205,706.0,237.0,568.49,178.97,65.83,121.25,0.0,584.0,40,503.75,259.7466667,92.60333333,53.24,6986,22186.0,2622.38,1
1531,26014.0,10356,1269.56,2645,1039,2365.0,950.0,1858.14,739.71,90.68,-220.25,-18.945,41.0,15,2571.25,1074.156667,989.94,114.405,10359,26023.0,1377.79,1
17992,19987.0,7271,1706.66,1801,589,1649.0,520.0,869.0,316.13,74.2,-216.25,-22.46,87.0,25,1729.25,684.0833332999998,950.0966667,112.59,7333,20153.0,1768.71,0
6679,27173.0,8685,2106.75,1159,291,1049.0,275.0,970.46,310.18,75.24,14.0,0.0,176.0,29,1164.0,757.1966667,758.2066667,34.99,8881,27653.0,2172.54,0
16503,18705.0,6497,1100.01,1735,548,1197.0,364.0,1438.85,499.77,84.62,855.25,10.0625,83.0,14,2019.75,829.59,563.73,87.4175,6603,18976.0,1178.25,1
2003,8973.0,3780,1107.5,267,88,259.0,104.0,498.5,210.0,61.53,229.5,-1.8375,47.0,20,343.5,202.8233333,204.5833333,36.8275,3844,9080.0,1159.48,0
19941,46494.0,17519,5985.35,1029,354,849.0,282.0,1603.24,604.1,206.39,4.5,0.18,925.0,30,1030.5,565.6733333,187.2666667,94.2,17531,46525.0,6140.7,0
5913,7730.0,2337,2462.53,279,107,312.0,114.0,351.36,106.23,111.93,-204.75,-39.8875,704.0,23,210.75,96.67666667,49.01,71.4675,2362,7766.0,2508.73,1
30800,7099.0,3008,747.43,802,308,721.0,287.0,417.59,176.94,43.97,104.25,-4.4025,307.0,18,836.75,180.8866667,270.4466667,39.3925,3024,7124.0,807.41,1
