,adjmou,adjqty,adjrev,avg3mou,avg3qty,avg6mou,avg6qty,avgmou,avgqty,avgrev,change_mou,change_rev,eqpdays,months,mou_Mean,mou_cvce_Mean,mou_opkv_Mean,rev_Mean,totcalls,totmou,totrev,churn
39953,3299.0,1163,864.91,106,42,100.0,44.0,109.97,38.77,28.83,2.75,-0.075,941.0,31,107.25,66.85333333,34.98666667,25.965,1187,3378.0,904.4,0
36205,4705.0,643,389.39,379,45,417.0,53.0,427.73,58.45,35.4,48.0,0.0,358.0,12,395.0,277.0933333,207.2933333,34.99,645,4708.0,455.0,0
36019,4007.0,1010,478.62,525,123,499.0,116.0,364.27,91.82,43.51,373.75,2.79,368.0,12,649.25,389.32,340.31,36.34,1014,4019.0,538.6,1
4901,1552.0,119,234.13,142,14,187.0,16.0,221.71,17.0,33.45,-57.25,0.7425,255.0,8,123.25,112.32,71.19666667,30.2375,119,1552.0,294.65,0
36150,1619.0,343,403.91,78,17,104.0,25.0,147.18,31.18,36.72,34.5,0.0,345.0,12,89.5,0.0,0.0,38.99,344,1620.0,718.86,0
34938,5875.0,1931,435.89,436,140,689.0,206.0,734.38,241.38,54.49,-327.25,-16.9075,275.0,10,327.25,91.91333333,71.56,16.9075,1949,5932.0,525.77,0
4479,412.0,132,274.34,33,14,55.0,17.0,58.86,18.86,39.19,-0.25,0.0,256.0,9,33.25,13.41333333,0.983333333,38.99,213,686.0,374.04,0
10316,1435.0,446,114.01,372,94,209.0,58.0,143.5,44.6,11.4,387.25,-1.05,313.0,11,500.75,355.9,171.86,11.05,450,1440.0,154.18,0
21501,550.0,333,475.73,6,5,10.0,8.0,45.83,27.75,39.64,5.5,-0.16,386.0,13,7.5,3.143333333,0.6333333329999999,35.15,333,550.0,621.33,1
29843,3965.05,1024,1504.35,146,38,171.0,45.0,82.61,21.33,31.34,79.75,1.36,448.0,50,172.25,83.8,60.3,31.2,1045,4110.05,1557.35,0
15024,3364.0,1115,537.98,323,82,291.0,88.0,305.82,101.36,48.91,14.25,9.0025,375.0,12,327.75,206.31,145.13666669999995,57.9875,1119,3369.0,599.96,1
39298,2173.0,931,81.17,168,66,226.0,100.0,271.63,116.38,10.15,-59.5,0.0,249.0,9,148.5,52.24333333,37.87666667,10.0,939,2182.0,126.34,0
6440,4420.0,2174,521.58,540,250,590.0,262.0,401.82,197.64,47.42,156.5,-4.165,155.0,13,592.5,157.3466667,160.7633333,55.315,2440,5088.0,620.72,1
27084,17.0,9,487.61,0,0,0.0,0.0,1.0,0.53,28.68,0.0,0.1825,571.0,19,0.0,0.0,0.0,9.8175,18,68.0,548.11,1
30250,137.0,88,70.0,17,12,23.0,15.0,22.83,14.67,11.67,12.5,2.4,186.0,7,21.5,0.0,0.0,14.8,91,141.0,158.98,1
24826,1328.0,586,982.14,26,11,29.0,11.0,44.27,19.53,32.74,-7.0,2.0175,968.0,32,24.0,9.93,5.7,34.2125,636,1471.0,1050.59,1
32212,1889.0,451,1047.36,49,6,38.0,6.0,65.14,15.55,36.12,-27.5,-2.445,930.0,31,39.5,8.77,2.456666667,32.445,468,1919.0,1095.75,0
26398,583.0,168,512.7,43,14,21.0,7.0,34.29,9.88,30.16,-32.0,0.0,787.0,26,32.0,21.07666667,4.96,30.0,168,583.0,542.7,1
30475,4437.0,1076,403.42,479,140,533.0,133.0,443.7,107.6,40.34,-22.75,-0.525,328.0,11,471.75,0.0,0.0,30.515,1077,4438.0,463.4,1
24538,1285.0,483,355.16,219,80,197.0,73.0,183.57,69.0,50.74,-32.0,0.5825,241.0,8,208.0,138.1866667,49.39,50.3975,483,1285.0,436.04,0
37264,5358.0,1987,579.43,772,334,721.0,283.0,765.43,283.86,82.78,132.0,0.7425,261.0,9,816.0,429.2866667,274.4533333,82.1675,2015,5460.0,685.76,0
31329,1279.0,494,308.25,23,11,35.0,16.0,116.27,44.91,28.02,13.0,-1.2875,344.0,12,27.0,2.406666667,2.726666667,11.2875,494,1279.0,363.81,0
33182,5757.0,1467,502.64,890,234,847.0,213.0,822.43,209.57,71.81,16.75,-28.0225,191.0,9,895.25,491.8966667,378.2333333,79.0025,1515,5925.0,544.0,0
34421,5593.0,2195,1012.6,262,66,183.0,47.0,233.04,91.46,42.19,-150.5,-26.2425,217.0,25,211.5,153.1166667,119.0133333,26.2425,2358,5981.0,1156.93,1
19917,4255.0,1857,949.8,256,113,216.0,97.0,193.41,84.41,43.17,128.5,12.0825,713.0,23,298.5,120.7633333,21.07666667,81.8575,1859,4262.0,979.31,1
10182,734.0,395,231.83,136,70,122.0,66.0,122.33,65.83,38.64,8.5,0.0,216.0,7,138.5,52.67666667,32.91,38.99,399,739.0,302.44,0
22569,5436.0,1482,387.39,881,248,906.0,247.0,906.0,247.0,64.57,384.25,107.4125,189.0,7,1008.75,305.97,249.1266667,97.8375,1605,5811.0,485.9,0
34819,696.0,294,149.78,35,21,39.0,23.0,46.4,19.6,9.99,47.25,4.5,488.0,17,50.75,30.17666667,16.77,11.5,306,719.0,193.49,0
14188,173.0,55,183.18,13,5,14.0,7.0,21.63,6.88,22.9,0.0,0.0,253.0,9,13.0,4.796666667,0.0,19.99,55,173.0,203.53,1
798,5090.0,1384,1458.53,167,41,195.0,44.0,113.11,30.76,32.41,-10.75,-3.2375,312.0,47,163.75,94.62333333,14.25666667,38.2275,1408,5153.0,1507.88,0
31337,6106.0,1685,382.24,530,168,561.0,170.0,610.6,168.5,38.22,-53.0,0.0,330.0,11,512.0,255.4466667,220.88,38.99,1691,6164.0,447.22,1
37762,5396.04,2262,1802.78,102,42,94.0,41.0,110.12,46.16,36.79,-20.0,-2.45,821.0,51,95.0,65.28,13.04666667,32.44,2274,5426.036667,1821.17,1
5011,5929.0,1964,1359.91,473,120,361.0,113.0,191.26,63.35,43.87,111.75,-10.87,54.0,35,510.25,475.48,231.2066667,70.86,2000,6028.0,1419.59,1
23759,1096.0,613,632.15,56,30,87.0,47.0,109.6,61.3,63.22,53.5,5.7125,337.0,12,73.5,48.04,15.91666667,64.2775,620,1107.0,712.13,1
6504,5722.0,1322,536.68,939,181,726.0,159.0,572.2,132.2,53.67,-249.75,-28.435,351.0,12,855.75,0.0,0.0,68.525,1322,5722.0,646.65,1
16834,4942.0,2447,850.45,554,249,509.0,225.0,290.71,143.94,50.03,455.5,129.975,565.0,19,705.5,199.5166667,205.8233333,143.275,2500,5014.0,908.51,1
23703,4171.0,1374,849.28,467,151,475.0,153.0,260.69,85.88,53.08,-127.0,-29.8375,512.0,17,425.0,77.56333333,107.48333329999998,77.6275,1381,4247.0,912.51,0
21640,3329.0,1369,868.24,170,80,175.0,78.0,277.42,114.08,72.35,70.0,20.73,395.0,13,193.0,84.53333333,27.64333333,78.15,1379,3350.0,919.22,1
37134,853.0,406,384.21,64,29,70.0,33.0,85.3,40.6,38.42,1.0,-0.0975,310.0,11,64.0,31.11333333,31.02666667,39.0875,407,854.0,449.82,0
5593,2469.0,639,121.89,354,73,327.0,76.0,205.75,53.25,10.16,-163.75,-0.2475,387.0,13,299.75,169.9966667,23.23666667,10.2475,639,2469.0,162.06,1
19349,2742.0,1645,316.55,221,130,337.0,202.0,342.75,205.63,39.57,-3.0,-1.485,253.0,9,220.0,62.21,81.69,40.475,1659,2761.0,387.16,1
22919,4268.0,926,323.99,503,97,445.0,92.0,426.8,92.6,32.4,147.0,40.18,323.0,11,552.0,0.0,0.0,59.46,926,4268.0,383.97,0
29367,958.0,166,243.81,103,20,113.0,19.0,119.75,20.75,30.48,-41.5,-0.27,276.0,9,89.5,0.0,0.0,30.26,166,958.0,488.76,0
6869,2350.0,543,444.19,464,103,321.0,74.0,335.71,77.57,63.46,263.25,53.7625,251.0,8,551.75,0.0,0.0,90.5275,558,2381.0,538.06,0
27115,974.0,394,313.97,15,9,162.0,66.0,162.33,65.67,52.33,209.0,-8.0375,225.0,7,85.0,54.40666667,24.90666667,50.7575,412,1026.0,399.85,0
3316,1961.0,797,722.43,171,67,156.0,57.0,108.94,44.28,40.14,-5.0,-4.0325,587.0,19,169.0,117.5233333,37.67,51.6225,826,2035.0,777.49,1
9372,4943.0,751,547.95,493,72,490.0,81.0,494.3,75.1,54.8,-149.75,-3.6025,339.0,11,442.75,361.52,298.6966667,53.5925,753,4947.0,627.93,0
36136,1944.0,735,232.27,150,60,169.0,62.0,162.0,61.25,19.36,-100.25,-11.2175,414.0,14,116.25,70.94,22.45666667,20.7175,811,2114.0,298.73,1
26898,1371.0,581,633.1,22,9,20.0,9.0,48.96,20.75,22.61,-3.75,-22.7625,13.0,30,20.75,9.476666667,1.27,22.7625,584,1381.0,638.26,0
3239,4823.0,1459,570.4,492,155,464.0,136.0,344.5,104.21,40.74,-126.5,-11.1725,443.0,15,449.5,243.59,57.52666667,56.3925,1474,4861.0,630.39,1
37838,689.0,324,703.73,6,4,11.0,7.0,32.81,15.43,33.51,2.25,0.0,669.0,23,6.75,3.12,0.703333333,29.99,330,698.0,772.3,0
31445,3722.0,2266,1184.58,186,90,137.0,56.0,116.31,70.81,37.02,38.75,-4.0125,298.0,33,199.25,75.44333333,46.5,42.2525,2267,3723.0,1223.9,0
9629,915.0,485,701.2,54,29,64.0,33.0,53.82,28.53,41.25,-34.0,-28.7425,541.0,18,43.0,22.67333333,10.52666667,28.7425,486,916.0,771.18,0
8305,526.0,241,336.14,53,25,60.0,26.0,58.44,26.78,37.35,10.0,-0.4075,292.0,10,56.0,25.14666667,8.113333333,36.3875,245,530.0,401.12,0
21488,4067.0,948,813.64,23,10,132.0,37.0,338.92,79.0,67.8,-17.25,-0.2475,378.0,13,17.25,23.70666667,18.76,60.2375,968,4171.0,889.98,1
3955,4589.0,2008,684.35,367,163,340.0,155.0,305.93,133.87,45.62,127.25,34.9425,673.0,23,409.75,210.91,96.51666667,68.2075,2067,4752.0,715.34,1
12349,547.0,280,526.34,46,21,32.0,16.0,21.04,10.77,20.24,-20.5,-6.2325,792.0,27,39.5,34.61,0.8666666670000001,24.6225,280,547.0,547.86,0
2638,1604.0,1044,482.64,18,11,53.0,39.0,123.38,80.31,37.13,6.0,-0.27,248.0,15,20.0,8.476666667,2.616666667,30.26,1094,1682.0,500.28,1
13561,860.0,337,112.27,109,40,110.0,47.0,122.86,48.14,16.04,42.5,-0.9325,242.0,8,123.5,65.43333333,35.52,14.9325,343,874.0,147.63,0
35605,343.0,128,272.07,40,15,36.0,12.0,38.11,14.22,30.23,46.75,0.0,321.0,11,55.25,29.23,14.62,29.99,142,403.0,327.23,0
30240,1521.0,470,401.58,170,60,213.0,66.0,190.13,58.75,50.2,-49.25,-7.06,275.0,9,153.25,46.06,29.25333333,51.83,475,1531.0,397.58,0
13113,6919.0,590,662.19,1307,80,1112.0,74.0,691.9,59.0,66.22,-622.5,0.0,317.0,11,1099.5,662.3666667,931.0766667,39.99,600,6934.0,732.8,0
2663,2045.0,612,787.49,106,61,75.0,39.0,136.33,40.8,52.5,-75.25,5.94,34.0,16,81.25,36.16666667,16.69333333,54.05,612,2045.0,897.46,0
31198,2853.0,1107,1449.24,0,0,175.0,70.0,190.2,73.8,96.62,0.0,0.0,488.0,16,0.0,0.0,0.0,88.25,1145,2895.0,1576.48,0
27963,1725.0,704,493.34,62,34,49.0,23.0,78.41,32.0,22.42,-36.25,0.0,685.0,23,50.25,20.97,2.063333333,10.0,705,1726.0,528.0,1
10823,3610.0,1336,760.0,114,43,183.0,61.0,156.96,58.09,33.04,66.0,-0.27,747.0,25,136.0,66.05666667,26.35,33.52,1368,3680.0,818.72,1
10869,1086.0,187,482.89,47,9,85.0,17.0,135.75,23.38,60.36,-21.5,0.0,255.0,9,39.5,10.91333333,3.176666667,59.99,191,1096.0,568.77,0
12335,420.0,144,363.75,0,0,0.0,0.0,16.8,5.76,14.55,0.0,-7.4975,79.0,26,0.0,1.896666667,0.0,12.4975,144,420.0,394.71,0
9940,4487.0,1811,776.27,259,107,262.0,105.0,299.13,120.73,51.75,35.0,7.865,500.0,16,271.0,156.2466667,32.53666667,54.745,1837,4574.0,833.95,1
18688,5435.0,1551,628.61,788,232,906.0,259.0,905.83,258.5,104.77,-477.0,-46.3175,226.0,8,629.0,251.0533333,197.1833333,102.2975,1619,5586.0,692.65,1
10916,2973.0,1341,655.3,283,120,223.0,94.0,228.69,103.15,50.41,25.0,30.1625,474.0,16,291.0,87.9,33.52666667,47.6875,1467,3384.0,767.36,0
8219,3401.0,1872,478.44,0,0,66.0,29.0,226.73,124.8,31.9,0.0,-10.065,128.0,16,0.0,0.0,0.0,15.065,1888,3442.0,511.53,0
1077,211.0,133,327.12,30,19,18.0,11.0,16.23,10.23,25.16,0.0,-0.225,671.0,22,30.0,16.28333333,7.583333333,25.215,134,212.0,357.75,0
1973,2315.0,1169,449.8,0,0,0.0,0.0,210.45,106.27,40.89,0.0,0.0,362.0,12,0.0,0.0,0.0,29.99,1169,2315.0,510.32,1
11344,2285.0,626,644.74,176,40,153.0,38.0,120.26,32.95,33.93,223.5,14.9825,36.0,20,250.5,159.4533333,54.73,44.5975,627,2287.0,707.82,0
19911,2533.0,953,843.84,130,37,106.0,32.0,101.32,38.12,33.75,-26.25,-3.0875,648.0,36,121.25,83.50333333,41.47666667,36.0575,989,2616.0,877.04,1
36760,2011.0,1320,1114.83,108,68,126.0,82.0,91.41,60.0,50.67,9.75,0.3725,215.0,23,111.25,55.84333333,22.24666667,36.5975,1327,2021.0,1188.94,0
35647,5599.0,1358,481.91,995,256,823.0,207.0,799.86,194.0,68.84,-186.75,-28.9075,223.0,8,932.75,630.9066667000002,446.26666669999986,84.0175,1370,5630.0,567.79,1
985,1477.0,773,808.59,98,49,80.0,40.0,61.54,32.21,33.69,18.5,5.94,167.0,25,104.5,51.63333333,40.64666667,36.04,811,1529.0,849.98,1
32837,1254.0,369,223.73,209,63,209.0,62.0,209.0,61.5,37.29,84.0,4.8175,216.0,7,237.0,108.5866667,96.21666667,40.5625,369,1254.0,289.34,0
30578,3103.0,1149,860.33,274,114,275.0,107.0,206.87,76.6,57.36,-162.5,-0.75,476.0,16,219.5,101.9966667,75.52666667,60.74,1149,3103.0,934.47,1
21093,3965.0,1773,395.84,289,135,291.0,131.0,330.42,147.75,32.99,70.0,-0.515,397.0,14,312.0,0.0,0.0,34.505,1791,3989.0,455.82,0
20946,4008.0,1856,885.37,209,108,172.0,89.0,133.6,61.87,29.51,-13.0,-2.9975,933.0,31,205.0,103.11,55.75666667,32.9875,1870,4029.0,925.03,1
26485,5481.0,2511,966.2,291,125,357.0,144.0,238.3,109.17,42.01,-46.0,-11.29333333,336.0,29,243.0,130.6966667,41.99,39.64333333,2657,5925.0,1096.44,1
22242,1155.0,482,465.12,120,44,98.0,38.0,77.0,32.13,31.01,-42.25,-0.27,460.0,16,106.25,64.43333333,4.34,31.26,483,1156.0,498.22,1
13615,5937.0,1890,1324.06,63,12,92.0,20.0,228.35,72.69,50.93,9.75,0.0,867.0,29,66.25,36.46,0.893333333,50.0,1923,6028.0,1401.43,1
32927,5159.0,2228,1389.68,362,129,284.0,107.0,177.9,76.83,47.92,-80.0,-10.0325,914.0,31,335.0,51.99,145.51,50.0225,2258,5218.0,1442.66,1
10986,2029.0,815,586.25,125,49,131.0,53.0,126.81,50.94,36.64,-51.5,-10.56,510.0,17,107.5,41.99,3.636666667,39.13,828,2049.0,619.53,0
17277,5256.0,1708,867.23,576,166,532.0,142.0,438.0,142.33,72.27,-85.75,-13.8775,405.0,13,547.75,300.8433333,156.0966667,73.8675,1725,5279.0,942.22,1
31528,4092.0,560,570.34,371,53,313.0,44.0,292.29,40.0,40.74,193.0,-0.235,89.0,15,435.0,431.88666669999986,206.86,40.225,563,4100.0,610.33,0
2090,4972.0,1117,463.03,462,120,575.0,134.0,497.2,111.7,46.3,-121.25,-4.2375,338.0,11,421.25,276.0633333,286.24,39.2275,1128,4997.0,543.01,1
14497,1857.0,869,783.0,128,64,99.0,51.0,77.38,36.21,32.63,122.5,19.71,764.0,25,168.5,93.54,28.48333333,47.26,876,1868.0,816.86,0
13313,4253.0,1439,1216.74,133,84,112.0,55.0,386.64,130.82,110.61,-100.0,-61.5525,356.0,12,100.0,0.0,0.0,104.5425,1439,4253.0,1340.71,1
21964,2641.0,873,391.03,472,154,440.0,146.0,440.17,145.5,65.17,18.25,-0.225,213.0,7,477.75,306.48,91.09666667,54.215,892,2694.0,465.64,0
27960,3235.0,1406,863.95,116,53,135.0,61.0,140.65,61.13,37.56,1.0,-0.34,418.0,30,96.0,30.97666667,21.04,35.63,1454,3337.0,898.94,1
8569,2579.0,1438,965.1,153,66,145.0,68.0,95.52,53.26,35.74,-115.0,-0.3,93.0,35,115.0,76.25666667,30.62,35.29,1494,2650.0,1000.09,1
17543,3033.0,1210,523.73,211,92,184.0,79.0,216.64,86.43,37.41,-158.25,-3.7975,451.0,15,158.25,115.3233333,66.86,40.0475,1246,3131.0,564.42,0
16942,1239.0,221,282.48,131,18,155.0,27.0,154.88,27.63,35.31,-17.5,0.0,259.0,9,125.5,116.97,40.57,34.99,226,1258.0,353.09,0
22456,2607.0,1294,235.8,383,171,435.0,216.0,434.5,215.67,39.3,222.0,14.645,186.0,7,457.0,182.6333333,117.96666670000002,44.515,1307,2627.0,324.78,0
31386,3911.0,1617,313.66,505,211,652.0,270.0,651.83,269.5,52.28,130.75,4.1475,173.0,7,548.25,142.0433333,231.37,36.7925,1638,3959.0,379.27,0
15094,2117.0,357,374.26,173,27,173.0,28.0,162.85,27.46,28.79,-43.25,-0.255,429.0,14,158.25,149.81666669999996,47.26666667,28.745,357,2117.0,579.22,1
35404,5163.0,2493,639.19,445,221,452.0,227.0,469.36,226.64,58.11,-29.75,-2.87,356.0,12,434.75,136.0466667,56.24333333,55.23,2500,5176.0,699.17,1
17841,4989.0,1986,402.81,722,285,832.0,331.0,831.5,331.0,67.14,-126.25,-0.45,168.0,7,680.25,363.6233333,314.2666667,50.44,2006,5031.0,482.79,0
28114,632.0,378,316.17,72,43,57.0,34.0,70.22,42.0,35.13,-20.5,0.7425,287.0,10,65.5,32.76333333,17.31,35.2375,378,632.0,386.78,0
27172,2437.0,1132,173.21,205,118,189.0,113.0,243.7,113.2,17.32,6.25,-0.09,350.0,12,206.75,66.12666667,70.46,10.09,1184,2542.0,218.68,1
35491,6033.0,2323,951.44,273,103,269.0,101.0,208.03,80.1,32.81,312.0,44.195,145.0,30,377.0,204.1833333,65.71333333,36.775,2338,6066.0,1005.11,0
28474,249.0,148,414.23,14,9,23.0,12.0,14.65,8.71,24.37,-7.5,0.0,317.0,18,11.5,2.556666667,0.7333333329999999,19.99,154,275.0,450.08,1
26654,3848.0,1464,528.16,384,146,388.0,149.0,296.0,112.62,40.63,-179.75,-20.9025,449.0,15,323.75,115.51666670000002,13.55666667,35.9425,1474,3869.0,543.48,0
28045,588.0,292,361.27,65,28,62.0,28.0,58.8,29.2,36.13,-20.25,-1.76,315.0,11,58.25,42.41,9.66,36.75,299,603.0,378.75,1
8474,3495.0,1295,712.93,571,188,390.0,139.0,317.73,117.73,64.81,57.0,6.84,375.0,12,590.0,389.46,121.76666670000002,102.94,1302,3513.0,776.91,1
33310,611.0,465,611.9,11,8,24.0,16.0,32.16,24.47,32.21,1.25,0.0,881.0,29,11.75,8.453333333,0.4,31.98,465,611.0,848.97,0
16809,3361.0,905,550.96,220,60,260.0,75.0,336.1,90.5,55.1,176.75,-0.45,340.0,11,279.25,148.2233333,87.99666667,50.44,906,3362.0,630.94,1
11043,840.0,330,361.29,73,29,101.0,36.0,84.0,33.0,36.13,0.25,1.455,315.0,11,72.75,33.84,27.91,37.125,335,845.0,431.9,0
25475,1284.0,870,601.7,94,57,97.0,62.0,128.4,87.0,60.17,14.75,24.95,322.0,11,99.25,34.11666667,18.23666667,77.03,870,1284.0,686.92,1
33383,4334.0,2483,725.69,126,43,163.0,58.0,228.11,130.68,38.19,-56.25,-0.45,592.0,20,107.25,60.42,14.82333333,30.74,2496,4353.0,785.67,1
35493,3585.0,1536,536.88,417,197,526.0,221.0,512.14,219.43,76.7,3.5,-3.2975,226.0,8,418.5,137.2,117.4433333,53.6175,1546,3599.0,611.49,0
19612,5170.0,2597,739.79,523,132,342.0,113.0,215.42,108.21,30.82,-392.0,92.7025,188.0,26,392.0,346.4266667,425.23,57.2975,2657,5261.0,790.77,0
20240,4261.0,1642,442.72,537,213,545.0,203.0,532.63,205.25,55.34,-109.5,7.305,69.0,10,500.5,190.4266667,63.77,53.015,1644,4263.0,522.7,0
23140,3139.0,980,707.12,270,50,234.0,51.0,174.39,54.44,39.28,25.75,-1.2575,581.0,19,278.25,215.12,56.0,62.2375,996,3165.0,743.8,0
4070,1812.0,492,268.84,249,68,206.0,56.0,181.2,49.2,26.88,251.75,29.5075,75.0,12,333.25,167.59,50.57666667,43.3225,497,1824.0,328.82,1
29511,3464.0,1233,999.62,180,62,124.0,45.0,182.32,64.89,52.61,-27.5,-0.9075,57.0,20,170.5,99.68333333,63.03333333,57.3975,1233,3464.0,1051.23,0
8405,6223.0,2516,635.34,827,343,915.0,367.0,889.0,359.43,90.76,-300.75,-5.13,145.0,8,726.75,283.44,102.8366667,85.07,2568,6342.0,721.0,0
30919,2659.0,980,452.15,206,70,165.0,58.0,189.93,70.0,32.3,-147.0,-1.115,454.0,15,157.0,86.97666667,31.52,31.105,993,2679.0,517.77,1
22666,1023.0,217,296.95,152,31,131.0,26.0,127.88,27.13,37.12,-29.0,-10.215,10.0,9,142.0,95.89333333,16.05666667,44.875,221,1029.0,356.93,0
25999,4163.0,1717,535.6,438,200,427.0,182.0,462.56,190.78,59.51,109.0,-38.4925,144.0,15,474.0,102.2233333,102.2266667,40.8725,1738,4210.0,615.58,1
35036,2866.0,1218,1028.68,155,72,158.0,69.0,220.46,93.69,79.13,60.75,2.97,463.0,15,175.25,64.03333333,25.73333333,77.97,1356,3136.0,1159.09,1
16248,1651.0,500,391.81,74,29,69.0,31.0,150.09,45.45,35.62,-15.0,-0.51,355.0,12,69.0,0.0,0.0,32.2,501,1655.0,451.79,0
18572,2765.0,1427,510.29,168,85,181.0,94.0,172.81,89.19,31.89,-0.5,-0.2475,529.0,17,167.5,48.15666667,6.556666667000001,31.1175,1458,2830.0,563.74,0
34886,2354.0,883,392.65,360,109,332.0,121.0,294.25,110.38,49.08,224.25,57.3225,94.0,9,434.75,210.23,144.63,54.0975,884,2355.0,428.27,0
12621,2390.0,1131,339.49,185,100,199.0,94.0,239.0,113.1,33.95,59.0,-0.255,331.0,11,205.0,99.69333333,26.83666667,28.755,1147,2414.0,399.48,1
11327,2313.0,574,618.04,152,38,118.0,33.0,115.65,28.7,30.9,-10.5,-0.2475,649.0,21,148.5,112.3633333,34.39666667,30.2375,588,2385.0,668.08,0
33097,3424.0,1287,715.25,270,99,244.0,92.0,285.33,107.25,59.6,248.25,0.4775,406.0,13,352.75,192.5533333,74.47333333,49.3325,1290,3434.0,765.23,1
5319,3970.0,1177,634.31,384,130,385.0,129.0,441.11,130.78,70.48,-144.75,-10.02,313.0,10,335.75,244.29,55.42333333,60.01,1177,3970.0,694.29,0
14243,322.0,150,390.75,42,19,34.0,17.0,29.27,13.64,35.52,-16.25,0.0,363.0,12,36.25,19.28,9.743333332999999,34.99,206,516.0,789.32,0
6212,4759.0,2236,447.56,497,225,434.0,203.0,432.64,203.27,40.69,225.0,-6.8475,207.0,19,572.0,208.8133333,234.8733333,42.6475,2527,5200.0,482.42,1
11463,614.0,215,302.85,64,24,78.0,27.0,76.75,26.88,37.86,-48.25,-1.62,277.0,9,48.25,23.98333333,16.01333333,41.61,218,617.0,363.37,1
33190,1573.0,518,245.46,238,81,262.0,86.0,262.17,86.33,40.91,-178.25,-0.0975,208.0,7,178.25,71.63666667,61.23333333,39.0875,519,1574.0,320.07,1
37419,2027.0,564,868.82,5,3,16.0,6.0,59.62,16.59,25.55,25.0,0.0,1129.0,38,13.0,1.283333333,1.21,24.99,579,2077.0,897.14,0
6003,5892.0,3028,530.03,330,175,417.0,208.0,589.2,302.8,53.0,76.75,-0.15,25.0,11,355.25,140.11,72.12666667,36.53,3035,5906.0,616.31,1
36402,4218.0,1731,1073.62,472,191,437.0,178.0,383.45,157.36,97.6,-18.25,11.46,369.0,12,466.25,105.75,10.82333333,152.04,1740,4250.0,1110.97,0
